id,dataset,type,group,repetitions,direct_mean_http_ms,one_token_mean_http_ms,json_mean_http_ms,one_token_minus_direct_ms,json_minus_direct_ms,all_conditions_valid
jcola:out_of_domain_valid:8746,JCoLA,noul,jcola-source:507066c585132657a8e5d117f6b49f2777651cbf61f99581e7648e485b3e875d,1,339.2876251600683,328.1156253069639,597.1262906678021,-11.171999853104353,257.8386655077338,True
jcola:out_of_domain_valid:8767,JCoLA,noul,jcola-source:f3fe0c19eaf77df9c5d0912cd21051b23a3a16a66d50ffa5e696782bc29f1b0e,1,291.2491671741009,277.58854208514094,510.0827501155436,-13.660625088959932,218.83358294144273,True
jcola:out_of_domain_valid:8771,JCoLA,noul,jcola-source:f3fe0c19eaf77df9c5d0912cd21051b23a3a16a66d50ffa5e696782bc29f1b0e,1,208.17558420822024,208.89870915561914,415.51104187965393,0.723124947398901,207.3354576714337,True
jcola:out_of_domain_valid:8795,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,281.76800021901727,275.90841706842184,503.2784170471132,-5.859583150595427,221.5104168280959,True
jcola:out_of_domain_valid:8803,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,207.10104098543525,209.97833320870996,336.97150042280555,2.877292223274708,129.8704594373703,True
jcola:out_of_domain_valid:8805,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,289.24308298155665,296.1302502080798,516.1792919971049,6.887167226523161,226.93620901554823,True
jcola:out_of_domain_valid:8841,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,271.63166692480445,254.03041671961546,491.3417920470238,-17.60125020518899,219.71012512221932,True
jcola:out_of_domain_valid:8848,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,295.48858432099223,307.0760830305517,449.7529580257833,11.58749870955944,154.26437370479107,True
jcola:out_of_domain_valid:8871,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,275.6147077307105,285.68512480705976,502.05304101109505,10.070417076349258,226.43833328038454,True
jcola:out_of_domain_valid:8874,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,201.48704200983047,206.37495862320065,413.4782920591533,4.88791661337018,211.99125004932284,True
jcola:out_of_domain_valid:8892,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,287.4617502093315,267.2128747217357,496.0406660102308,-20.248875487595797,208.57891580089927,True
jcola:out_of_domain_valid:8906,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,281.2959155999124,283.5332499817014,501.2277918867767,2.237334381788969,219.93187628686428,True
jcola:out_of_domain_valid:8911,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,286.8712907657027,280.968917068094,410.28850013390183,-5.902373697608709,123.41720936819911,True
jcola:out_of_domain_valid:8933,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,202.60625006631017,211.9508753530681,413.37879188358784,9.344625286757946,210.77254181727767,True
jcola:out_of_domain_valid:8934,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,275.9148748591542,290.12079210951924,511.31725031882524,14.205917250365019,235.40237545967102,True
jcola:out_of_domain_valid:8945,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,280.5096246302128,277.2145001217723,492.46475007385015,-3.2951245084404945,211.95512544363737,True
jcola:out_of_domain_valid:8946,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,228.4814170561731,234.64570892974734,433.29691607505083,6.164291873574257,204.81549901887774,True
jcola:out_of_domain_valid:8968,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,302.98291705548763,304.1149592027068,437.1472499333322,1.132042147219181,134.16433287784457,True
jcola:out_of_domain_valid:8976,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,293.2155840098858,288.1044172681868,522.8978330269456,-5.11116674169898,229.6822490170598,True
jcola:out_of_domain_valid:8981,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,297.94508311897516,254.36262506991625,522.6180828176439,-43.582458049058914,224.67299969866872,True
jcola:out_of_domain_valid:8988,JCoLA,noul,jcola-source:d9d39745f599ed68ee2ea2e52bd9e78fc29a991b89af8ac6b284744f0bacbfdb,1,261.74250012263656,271.3430831208825,479.3112501502037,9.600582998245955,217.56875002756715,True
jcola:out_of_domain_valid:9001,JCoLA,noul,jcola-source:6d245c8c8ce69ebf682ea48d5dee0ac6b8576c3030689c9cadbafa48b09b8f4f,1,252.86170793697238,270.87166626006365,536.1175001598895,18.00995832309127,283.2557922229171,True
jcola:out_of_domain_valid:9022,JCoLA,noul,jcola-source:6d245c8c8ce69ebf682ea48d5dee0ac6b8576c3030689c9cadbafa48b09b8f4f,1,309.76695800200105,309.26283402368426,530.7955420576036,-0.5041239783167839,221.02858405560255,True
jcola:out_of_domain_valid:9033,JCoLA,noul,jcola-source:98482f49e507a28da2f71bf20a2cf95da3b0d86c54553959a822ca2fbaab8a9a,1,293.2615829631686,283.9574171230197,527.6675838977098,-9.304165840148926,234.40600093454123,True
jcola:out_of_domain_valid:9042,JCoLA,noul,jcola-source:0483f3a58534bd4fb6ead00bac01fa398956f09840120edbe44f2ff8895437e1,1,243.1569998152554,274.62833328172565,528.8478750735521,31.47133346647024,285.6908752582967,True
jcola:out_of_domain_valid:9049,JCoLA,noul,jcola-source:0483f3a58534bd4fb6ead00bac01fa398956f09840120edbe44f2ff8895437e1,1,283.4039996378124,291.43583308905363,516.4133748039603,8.031833451241255,233.00937516614795,True
jcola:out_of_domain_valid:9054,JCoLA,noul,jcola-source:0483f3a58534bd4fb6ead00bac01fa398956f09840120edbe44f2ff8895437e1,1,325.8348749950528,320.0703333131969,552.1990419365466,-5.764541681855917,226.36416694149375,True
jcola:out_of_domain_valid:9059,JCoLA,noul,jcola-source:0483f3a58534bd4fb6ead00bac01fa398956f09840120edbe44f2ff8895437e1,1,293.8837078399956,288.5106671601534,500.639499630779,-5.373040679842234,206.7557917907834,True
jcola:out_of_domain_valid:9071,JCoLA,noul,jcola-source:96b4e551202d50d0b788662ca7b26596aec95012082a0e6842a00e9e78822567,1,231.20137490332127,264.3830827437341,478.12312515452504,33.181707840412855,246.92175025120378,True
jcola:out_of_domain_valid:9081,JCoLA,noul,jcola-source:96b4e551202d50d0b788662ca7b26596aec95012082a0e6842a00e9e78822567,1,269.45416582748294,252.89033399894834,515.8454170450568,-16.563831828534603,246.39125121757388,True
jcola:out_of_domain_valid:9087,JCoLA,noul,jcola-source:aad57ffbfa267a6ec510b9624fe4efa7f9fed2bd5fdd1ad334a426ac941168a9,1,266.06108294799924,282.8188752755523,478.9256667718291,16.757792327553034,212.8645838238299,True
jcola:out_of_domain_valid:9108,JCoLA,noul,jcola-source:9a448a5e43380a82f40350981607e40edef599dd718ca0283ef6f437b39f9f9a,1,262.32920913025737,286.3076669164002,486.03675002232194,23.978457786142826,223.70754089206457,True
jcola:out_of_domain_valid:9129,JCoLA,noul,jcola-source:9a448a5e43380a82f40350981607e40edef599dd718ca0283ef6f437b39f9f9a,1,202.06370810046792,203.4275410696864,394.507915712893,1.3638329692184925,192.4442076124251,True
jcola:out_of_domain_valid:9136,JCoLA,noul,jcola-source:9a448a5e43380a82f40350981607e40edef599dd718ca0283ef6f437b39f9f9a,1,326.9474576227367,315.91541692614555,591.9032082892954,-11.032040696591139,264.95575066655874,True
jcola:out_of_domain_valid:9150,JCoLA,noul,jcola-source:9a448a5e43380a82f40350981607e40edef599dd718ca0283ef6f437b39f9f9a,1,259.71662485972047,240.61162490397692,375.4311674274504,-19.10499995574355,115.71454256772995,True
jcola:out_of_domain_valid:9156,JCoLA,noul,jcola-source:9a448a5e43380a82f40350981607e40edef599dd718ca0283ef6f437b39f9f9a,1,197.4546662531793,195.72391686961055,387.4884587712586,-1.7307493835687637,190.03379251807928,True
jcola:out_of_domain_valid:9189,JCoLA,noul,jcola-source:9a448a5e43380a82f40350981607e40edef599dd718ca0283ef6f437b39f9f9a,1,277.16291695833206,291.8358747847378,415.45291617512703,14.672957826405764,138.28999921679497,True
jcola:out_of_domain_valid:9204,JCoLA,noul,jcola-source:4035faadef2d106d08697e68fb1839d5738245e3bbf33cc9e93fa1bca5a05ca1,1,275.665916968137,284.2122917063534,498.44791600480676,8.5463747382164,222.78199903666973,True
jcola:out_of_domain_valid:9226,JCoLA,noul,jcola-source:71a1404ab44510d9308a29ec30710f0d5056cf48c95efbef2b332988f18d24ac,1,302.5692910887301,308.90029203146696,535.2968750521541,6.331000942736864,232.72758396342397,True
jcola:out_of_domain_valid:9317,JCoLA,noul,jcola-source:b852c80fb067939931620c1d231e04bfd35db6f7a11a382c9ac97c72daa17095,1,294.2856661975384,286.04499995708466,521.3845833204687,-8.24066624045372,227.0989171229303,True
jcola:out_of_domain_valid:9325,JCoLA,noul,jcola-source:b852c80fb067939931620c1d231e04bfd35db6f7a11a382c9ac97c72daa17095,1,217.19849994406104,217.21350029110909,414.7255830466747,0.015000347048044205,197.5270831026137,True
jcola:out_of_domain_valid:9338,JCoLA,noul,jcola-source:63ee82e8989972eee7e04e05a8f844dd6050defee600d7d3beacad36611aeee1,1,288.4257500991225,292.9224157705903,511.6027086041868,4.496665671467781,223.17695850506425,True
jcola:out_of_domain_valid:9342,JCoLA,noul,jcola-source:63ee82e8989972eee7e04e05a8f844dd6050defee600d7d3beacad36611aeee1,1,278.6631672643125,269.206958822906,480.5469997227192,-9.456208441406488,201.8838324584067,True
jcola:out_of_domain_valid:9349,JCoLA,noul,jcola-source:bc3a71a28de304cca9364492785524843795be5f8a5282f2000bcde78449cbbb,1,207.37283304333687,219.3153342232108,406.40954161062837,11.942501179873943,199.0367085672915,True
jcola:out_of_domain_valid:9350,JCoLA,noul,jcola-source:bc3a71a28de304cca9364492785524843795be5f8a5282f2000bcde78449cbbb,1,285.48487508669496,295.16816698014736,521.9951253384352,9.683291893452406,236.51025025174022,True
jcola:out_of_domain_valid:9371,JCoLA,noul,jcola-source:bc3a71a28de304cca9364492785524843795be5f8a5282f2000bcde78449cbbb,1,210.56333323940635,212.1783341281116,337.70620822906494,1.6150008887052536,127.1428749896586,True
jcola:out_of_domain_valid:9373,JCoLA,noul,jcola-source:bc3a71a28de304cca9364492785524843795be5f8a5282f2000bcde78449cbbb,1,287.54274966195226,286.06179216876626,497.47887486591935,-1.480957493185997,209.9361252039671,True
jcola:out_of_domain_valid:9382,JCoLA,noul,jcola-source:bc3a71a28de304cca9364492785524843795be5f8a5282f2000bcde78449cbbb,1,281.2353749759495,276.1818328872323,498.45549976453185,-5.053542088717222,217.22012478858232,True
jcola:out_of_domain_valid:9395,JCoLA,noul,jcola-source:414909974ceef1f677f26e387f3e00d6c5e58160dbc57bbcf7288977a3fc27a2,1,198.55220802128315,196.40849996358156,307.26758297532797,-2.1437080577015877,108.71537495404482,True
jcola:out_of_domain_valid:9419,JCoLA,noul,jcola-source:414909974ceef1f677f26e387f3e00d6c5e58160dbc57bbcf7288977a3fc27a2,1,303.7566249258816,311.2277500331402,536.255749873817,7.471125107258558,232.49912494793534,True
jcola:out_of_domain_valid:9464,JCoLA,noul,jcola-source:414909974ceef1f677f26e387f3e00d6c5e58160dbc57bbcf7288977a3fc27a2,1,259.90287540480494,246.38495780527592,500.1493343152106,-13.517917599529028,240.24645891040564,True
jcola:out_of_domain_valid:9515,JCoLA,noul,jcola-source:472567c6dcf248587d794e446fe2b8638ef4e1b044a97df39a308234e9cb0349,1,281.0782501474023,277.7266250923276,408.7692918255925,-3.3516250550746918,127.69104167819023,True
jcola:out_of_domain_valid:9517,JCoLA,noul,jcola-source:472567c6dcf248587d794e446fe2b8638ef4e1b044a97df39a308234e9cb0349,1,267.2645840793848,277.5802919641137,500.3724996931851,10.315707884728909,233.1079156138003,True
jcola:out_of_domain_valid:9525,JCoLA,noul,jcola-source:472567c6dcf248587d794e446fe2b8638ef4e1b044a97df39a308234e9cb0349,1,280.3906658664346,250.1848340034485,487.7575831487775,-30.205831862986088,207.3669172823429,True
jcola:out_of_domain_valid:9528,JCoLA,noul,jcola-source:472567c6dcf248587d794e446fe2b8638ef4e1b044a97df39a308234e9cb0349,1,287.22604224458337,290.9220829606056,422.69754223525524,3.696040716022253,135.47149999067187,True
jcola:out_of_domain_valid:9536,JCoLA,noul,jcola-source:472567c6dcf248587d794e446fe2b8638ef4e1b044a97df39a308234e9cb0349,1,256.69758301228285,269.1567917354405,383.0615836195648,12.459208723157644,126.36400060728192,True
jcola:out_of_domain_valid:9546,JCoLA,noul,jcola-source:472567c6dcf248587d794e446fe2b8638ef4e1b044a97df39a308234e9cb0349,1,249.40604204311967,243.92137490212917,465.5874581076205,-5.484667140990496,216.1814160645008,True
jcola:out_of_domain_valid:9549,JCoLA,noul,jcola-source:472567c6dcf248587d794e446fe2b8638ef4e1b044a97df39a308234e9cb0349,1,282.2347083128989,270.62666695564985,508.8853337801993,-11.608041357249022,226.65062546730042,True
jcola:out_of_domain_valid:9552,JCoLA,noul,jcola-source:472567c6dcf248587d794e446fe2b8638ef4e1b044a97df39a308234e9cb0349,1,192.39004189148545,192.55587505176663,300.60791689902544,0.16583316028118134,108.21787500753999,True
jcola:out_of_domain_valid:9587,JCoLA,noul,jcola-source:f68d86b6fa50c0441bc0989a7636063cbff8b72d16e5e05ce91a96b1cce90925,1,301.084749866277,290.1057922281325,449.1267087869346,-10.978957638144493,148.04195892065763,True
jcola:out_of_domain_valid:9597,JCoLA,noul,jcola-source:f68d86b6fa50c0441bc0989a7636063cbff8b72d16e5e05ce91a96b1cce90925,1,285.18491704016924,278.9061665534973,409.4653748907149,-6.278750486671925,124.28045785054564,True
jcola:out_of_domain_valid:9612,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,270.5873749218881,278.0257919803262,496.10758293420076,7.438417058438063,225.52020801231265,True
jcola:out_of_domain_valid:9618,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,299.41724985837936,274.3321252055466,461.53762517496943,-25.085124652832747,162.12037531659007,True
jcola:out_of_domain_valid:9636,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,292.78562497347593,285.26129201054573,416.8610000051558,-7.5243329629302025,124.07537503167987,True
jcola:out_of_domain_valid:9638,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,210.47083288431168,211.43999975174665,419.3680831231177,0.9691668674349785,208.897250238806,True
jcola:out_of_domain_valid:9646,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,293.8530002720654,284.8175000399351,514.6735003218055,-9.035500232130289,220.82050004974008,True
jcola:out_of_domain_valid:9651,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,281.5339579246938,278.2350410707295,411.8245840072632,-3.2989168539643288,130.29062608256936,True
jcola:out_of_domain_valid:9652,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,272.18620805069804,276.9619580358267,400.53012501448393,4.775749985128641,128.3439169637859,True
jcola:out_of_domain_valid:9654,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,273.08770921081305,275.79833287745714,488.9947082847357,2.7106236666440964,215.90699907392263,True
jcola:out_of_domain_valid:9661,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,218.73254096135497,219.6306250989437,335.3053340688348,0.8980841375887394,116.57279310747981,True
jcola:out_of_domain_valid:9664,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,289.2885832116008,295.66891584545374,515.500333160162,6.380332633852959,226.2117499485612,True
jcola:out_of_domain_valid:9668,JCoLA,noul,jcola-source:b85f3ae42da7baf5b4ebc24fd55c6398494d864a3a60426bfeb14205e2e8009e,1,274.77954095229506,277.50541595742106,490.73754204437137,2.7258750051259995,215.9580010920763,True
jcola:out_of_domain_valid:9726,JCoLA,noul,jcola-source:586d1d1cb858ed208d3f1d4bd3d810f5ff94bd80d5f89e1c6672bd5fb7df4210,1,276.8135420046747,271.4438331313431,495.84208289161325,-5.369708873331547,219.02854088693857,True
jcola:out_of_domain_valid:9741,JCoLA,noul,jcola-source:586d1d1cb858ed208d3f1d4bd3d810f5ff94bd80d5f89e1c6672bd5fb7df4210,1,278.5614589229226,273.93766725435853,491.31454108282924,-4.623791668564081,212.75308215990663,True
jcola:out_of_domain_valid:9756,JCoLA,noul,jcola-source:586d1d1cb858ed208d3f1d4bd3d810f5ff94bd80d5f89e1c6672bd5fb7df4210,1,281.12545795738697,265.85766626521945,496.5591672807932,-15.26779169216752,215.43370932340622,True
jcola:out_of_domain_valid:9763,JCoLA,noul,jcola-source:586d1d1cb858ed208d3f1d4bd3d810f5ff94bd80d5f89e1c6672bd5fb7df4210,1,272.7142502553761,289.0652916394174,503.88108380138874,16.35104138404131,231.16683354601264,True
jcola:out_of_domain_valid:9776,JCoLA,noul,jcola-source:30c032b2283513f49554fa41fb939efb1720fe0d54fd1dd35bc57482ed7de419,1,317.3876251094043,304.7272088006139,560.3119162842631,-12.660416308790445,242.9242911748588,True
jcola:out_of_domain_valid:9798,JCoLA,noul,jcola-source:30c032b2283513f49554fa41fb939efb1720fe0d54fd1dd35bc57482ed7de419,1,290.50645930692554,286.07633290812373,519.031333271414,-4.430126398801804,228.5248739644885,True
jcola:out_of_domain_valid:9819,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,303.3006670884788,299.07395830377936,433.41091740876436,-4.22670878469944,130.11025032028556,True
jcola:out_of_domain_valid:9833,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,281.42791613936424,283.0124576576054,414.4838750362396,1.584541518241167,133.05595889687538,True
jcola:out_of_domain_valid:9873,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,309.31249959394336,294.34216720983386,541.9887090101838,-14.970332384109497,232.67620941624045,True
jcola:out_of_domain_valid:9886,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,295.14820920303464,284.21995881944895,523.713291157037,-10.928250383585691,228.56508195400238,True
jcola:out_of_domain_valid:9898,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,238.71600022539496,241.91362503916025,444.5744170807302,3.1976248137652874,205.85841685533524,True
jcola:out_of_domain_valid:9900,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,290.41058430448174,263.9922918751836,490.74599985033274,-26.418292429298162,200.335415545851,True
jcola:out_of_domain_valid:9905,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,280.608291272074,285.55658319965005,517.9912499152124,4.948291927576065,237.3829586431384,True
jcola:out_of_domain_valid:9910,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,257.2011253796518,261.9356671348214,476.7006249167025,4.73454175516963,219.49949953705072,True
jcola:out_of_domain_valid:9916,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,279.14233319461346,281.9700422696769,516.4427501149476,2.827709075063467,237.3004169203341,True
jcola:out_of_domain_valid:9918,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,303.02049964666367,322.42904184386134,536.4341661334038,19.408542197197676,233.4136664867401,True
jcola:out_of_domain_valid:9919,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,284.53266620635986,289.1240827739239,498.8319156691432,4.591416567564011,214.29924946278334,True
jcola:out_of_domain_valid:9928,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,273.31520803272724,266.50662487372756,500.17908308655024,-6.8085831589996815,226.863875053823,True
jcola:out_of_domain_valid:9931,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,194.7878752835095,194.7275004349649,383.59537487849593,-0.060374848544597626,188.80749959498644,True
jcola:out_of_domain_valid:9939,JCoLA,noul,jcola-source:3b6a507c1b95d9df8c4ae5d72d67a4dddd21d55a400e821ca5d3d9f71af1d656,1,283.0926668830216,276.10050002112985,399.2631249129772,-6.9921668618917465,116.17045802995563,True
jcola:out_of_domain_valid:9980,JCoLA,noul,jcola-source:74509f7a8c7682d0da0e2cacf75231fc81b87366ae6b756289312f04164327f9,1,266.05416601523757,274.22708412632346,393.68629129603505,8.172918111085892,127.63212528079748,True
jcommonsenseqa:valid:10002,JCommonsenseQA,choice,jcqa-question:64f74a0e596101536188145620b4cfba3abf256678a47b60cebb61202fc7543e,1,197.33083387836814,190.05812518298626,329.2134157381952,-7.27270869538188,131.88258185982704,True
jcommonsenseqa:valid:10003,JCommonsenseQA,choice,jcqa-question:2dbefc7ca51124527a9060bee709267a7c9ad7d52a8f35b295afaf2c6d4df545,1,275.08158329874277,270.2961661852896,457.62941613793373,-4.78541711345315,182.54783283919096,True
jcommonsenseqa:valid:10004,JCommonsenseQA,choice,jcqa-question:11b2c588bf1c60aaf7fc960e0e13e500294d9e08f673076377496ef1042173b4,1,247.6792079396546,250.79883309081197,404.3575841933489,3.119625151157379,156.6783762536943,True
jcommonsenseqa:valid:10006,JCommonsenseQA,choice,jcqa-question:229c30061a6689878fec71170f401373c7a3b09444e526e68f02561a57072ae8,1,378.06070828810334,371.9377499073744,629.0464173071086,-6.12295838072896,250.9857090190053,True
jcommonsenseqa:valid:10016,JCommonsenseQA,choice,jcqa-question:361b4358875afb87a1c99a087729554640cd2625650b29082b7f8beee2b201e0,1,261.06820814311504,268.44412507489324,393.22220813483,7.3759169317781925,132.15399999171495,True
jcommonsenseqa:valid:10019,JCommonsenseQA,choice,jcqa-question:cae9ea68c076c4a27d20024876980e316fd1156a1d6f21384c340214092422c3,1,240.93958362936974,249.82070876285434,386.4774168469012,8.881125133484602,145.53783321753144,True
jcommonsenseqa:valid:10024,JCommonsenseQA,choice,jcqa-question:2a6fac977142d7492140207662ef74d3d707d23d666d8d5d49e1b50a73e781a7,1,244.64837508276105,241.37779185548425,394.81633296236396,-3.270583227276802,150.1679578796029,True
jcommonsenseqa:valid:10027,JCommonsenseQA,choice,jcqa-question:1077cf936afccecc8a56cee6237ae2068f4f15cee0e50fafc5ed3fcbb0a149ab,1,290.05800001323223,284.9853332154453,430.1056251861155,-5.072666797786951,140.04762517288327,True
jcommonsenseqa:valid:10041,JCommonsenseQA,choice,jcqa-question:2ad3790461de36460b2fbdb7ea322fc5385b0b382b4cae9e5dfe5a10f68a88df,1,254.21737506985664,272.0847907476127,402.6118749752641,17.86741567775607,148.39449990540743,True
jcommonsenseqa:valid:10043,JCommonsenseQA,choice,jcqa-question:9bb95d47f7b321bec265abe34864ee04147096937f8f16c60838197f7cb31ae8,1,288.8176250271499,280.906249769032,443.10675002634525,-7.911375258117914,154.28912499919534,True
jcommonsenseqa:valid:10051,JCommonsenseQA,choice,jcqa-question:b796b82098cd779a12acfb0a7d05415a4101e7250b3b81b05d97237d7108659b,1,312.6493343152106,306.7549169063568,458.5077501833439,-5.894417408853769,145.8584158681333,True
jcommonsenseqa:valid:8939,JCommonsenseQA,choice,jcqa-question:13659051bc7a32a42ae86d5e7c989de098d56b443f5c935cfdf83e74bd308937,1,191.190917044878,193.08329187333584,299.6199168264866,1.8923748284578323,108.42899978160858,True
jcommonsenseqa:valid:8940,JCommonsenseQA,choice,jcqa-question:f4b22042ad28e13dbd599349f81f3a97b5dc0ac8acd8dfb456110b31af05b0c3,1,282.9667907208204,268.438708037138,496.5089997276664,-14.528082683682442,213.54220900684595,True
jcommonsenseqa:valid:8947,JCommonsenseQA,choice,jcqa-question:d3c2d15bdaf70d9b658635cad706883ced791c0cfcede8bcc7c1d2bcadf2dbb8,1,283.46099983900785,274.1142497397959,412.57837507873774,-9.346750099211931,129.11737523972988,True
jcommonsenseqa:valid:8959,JCommonsenseQA,choice,jcqa-question:0a477d95147b9b9b05ea83c82c1edfa52103e64cf93d65771d91be1c599403ec,1,266.19416708126664,261.379792355001,396.23895892873406,-4.814374726265669,130.04479184746742,True
jcommonsenseqa:valid:8961,JCommonsenseQA,choice,jcqa-question:de63baa23a41906ef1eb0fdfc0cd81d8b9c654800074393a2e974e68e67db7c3,1,266.5341659449041,274.45387467741966,387.75825034826994,7.9197087325155735,121.22408440336585,True
jcommonsenseqa:valid:8978,JCommonsenseQA,choice,jcqa-question:9f1e5967c97b2b043b257e3e8a2673d00f9177c9ce202d6f48eaecb419b329c6,1,271.6633342206478,264.21150006353855,395.0942079536617,-7.451834157109261,123.43087373301387,True
jcommonsenseqa:valid:8996,JCommonsenseQA,choice,jcqa-question:7ebbb0e70b3feefddc5ceddb0968348f8783006e6edf1404a6a01719be8a0655,1,248.72704222798347,253.47262481227517,402.50929119065404,4.7455825842916965,153.78224896267056,True
jcommonsenseqa:valid:8998,JCommonsenseQA,choice,jcqa-question:24bac3b6b586fdb025989c25c607e9a3910217b5d5398ce8cb48e79284296bec,1,283.1832910887897,279.3892091140151,420.1527088880539,-3.794081974774599,136.9694177992642,True
jcommonsenseqa:valid:9009,JCommonsenseQA,choice,jcqa-question:abb63a7108b98bc5a5ccdeb3f18f5262b848a3d47ce6a3f3ecef3f7826d7b2e4,1,234.95537508279085,244.4870830513537,531.7031252197921,9.531707968562841,296.7477501370013,True
jcommonsenseqa:valid:9011,JCommonsenseQA,choice,jcqa-question:411aaead23cb2abf60b928111724711b17960068fc79feed948d1a298b61929f,1,250.4409160465002,248.2117498293519,402.9045416973531,-2.229166217148304,152.46362565085292,True
